tempo,SP,PV,MV
13100,80,80.7085698514408,33.7809156275008
13101,80,80.7085698514408,33.7809156275008
13102,80,80.7085698514408,33.7809156275008
13103,80,80.7085698514408,33.7809156275008
13104,80,80.7085698514408,33.7809156275008
13105,80,80.7085698514408,33.7809156275008
13106,80,80.7085698514408,33.7809156275008
13107,80,80.7085698514408,33.7809156275008
13108,80,80.7085698514408,33.7809156275008
13109,80,80.7085698514408,33.7809156275008
13110,80,80.7085698514408,33.7809156275008
13111,80,80.7085698514408,33.7809156275008
13112,80,80.7085698514408,33.7809156275008
13113,80,80.7085698514408,33.7809156275008
13114,80,80.7085698514408,33.7809156275008
13115,80,80.7085698514408,33.7809156275008
13116,80,80.7085698514408,33.7809156275008
13117,80,80.7085698514408,33.7809156275008
13118,80,80.7085698514408,33.7809156275008
13119,80,80.7085698514408,33.7809156275008
13120,80,80.7085698514408,33.7809156275008
13121,80,80.7085698514408,33.7809156275008
13122,80,80.7085698514408,33.7809156275008
13123,80,80.7085698514408,33.7809156275008
13124,80,80.7085698514408,33.7809156275008
13125,80,80.7085698514408,33.7809156275008
13126,80,80.7085698514408,33.7809156275008
13127,80,80.7085698514408,33.7809156275008
13128,80,80.7085698514408,33.7809156275008
13129,80,80.7085698514408,33.7809156275008
13130,80,80.7085698514408,33.7809156275008
13131,80,80.7085698514408,33.7809156275008
13132,80,80.7085698514408,33.7809156275008
13133,80,80.7085698514408,33.7809156275008
13134,80,80.7085698514408,33.7809156275008
13135,80,80.7085698514408,33.7809156275008
13136,80,80.7085698514408,33.7809156275008
13137,80,80.7085698514408,33.7809156275008
13138,80,80.7085698514408,33.7809156275008
13139,80,80.7085698514408,33.7809156275008
13140,80,80.7085698514408,33.7809156275008
13141,80,80.7085698514408,33.7809156275008
13142,80,80.7085698514408,33.7809156275008
13143,80,80.7085698514408,33.7809156275008
13144,80,80.7085698514408,33.7809156275008
13145,80,80.7085698514408,33.7809156275008
13146,80,80.7085698514408,33.7809156275008
13147,80,80.7085698514408,33.7809156275008
13148,80,80.7085698514408,33.7809156275008
13149,80,80.7085698514408,33.7809156275008
13150,80,80.7085698514408,33.7809156275008
13151,80,80.7085698514408,33.7809156275008
13152,80,80.7085698514408,33.7809156275008
13153,80,80.7085698514408,33.7809156275008
13154,80,80.7085698514408,33.7809156275008
13155,80,80.7085698514408,33.7809156275008
13156,80,80.7085698514408,33.7809156275008
